% Model,20260626_TI_field_Base_X50_Y50_leadField.mph
% Version,COMSOL 6.3.0.335
% Date,"Jul 7 2026, 21:51"
% Dimension,2
% Nodes,861
% Expressions,2
% Description,"Electric field, x-component, Electric field, y-component"
% Length unit,mm
% x,y,ec.Ex (V/m) @ idx=3,ec.Ey (V/m) @ idx=3
-5.60926863038852,-11.634671296089415,0.001984033130337598-5.356950564666881E-9i,-0.01634408051820237+4.412952083416929E-8i
-11.159511430017515,-4.716004961875908,-6.467330893054248E-4+1.7461992619815114E-9i,-0.010875867007793746+2.936517592259639E-8i
-9.562417247088842,-6.253392791022201,-2.8960069315018503E-4+7.819307918690241E-10i,-0.01188263184647879+3.208347199770314E-8i
-6.987709371716425,-9.30015175811926,7.407934713160988E-4-2.0001651906851537E-9i,-0.014209799125377101+3.8366895332798264E-8i
-7.607884312104933,-7.186536758249465,-3.2369935838154064E-4+8.739982383115435E-10i,-0.0131162625601634+3.541431292329576E-8i
-1.954272637921676,-13.880812952503115,5.212099313655858E-4-1.4072828691438227E-9i,-0.02227374660376331+6.01398019124463E-8i
-3.0396742900189353,-11.654852398396427,5.611104880715959E-5-1.5150156012790067E-10i,-0.018569046960216853+5.013699876165934E-8i
1.429643364222116,-16.135114441331993,-0.007624474895085741+2.0586317067977542E-8i,-0.02821794805605407+7.618932892861569E-8i
0.4032061935965095,-13.917955920934268,-0.0038093336685572354+1.028531824128506E-8i,-0.023408566015992126+6.320384928049541E-8i
4.280289783639281,-18.548831210534765,-0.020323585081803132+5.487430573372129E-8i,-0.023034118804923082+6.219283027677855E-8i
3.657154962924093,-16.225999590475826,-0.012705908397179647+3.430634404339227E-8i,-0.02393051135240108+6.461311776590842E-8i
9.616727172698148,-22.80492131211213,-0.01890020781428495+5.103114326815085E-8i,-0.0045028962991409014+1.2157958707174548E-8i
11.111111111111114,-25,-0.016596816480474053+4.4811915717147116E-8i,2.845239203233078E-5-7.68223348862787E-11i
8.047780169935189,-20.64210121445884,-0.0200476515502284+5.4129276699087694E-8i,-0.010260564387340564+2.7703839894646197E-8i
