% Model,20260626_TI_field_CompactX_X30_Y50_leadField.mph
% Version,COMSOL 6.3.0.335
% Date,"Jul 3 2026, 17:11"
% Dimension,2
% Nodes,668
% Expressions,4
% Description,"Electric field, x-component, Electric field, y-component"
% Length unit,mm
% x,y,ec.Ex (V/m) @ idx=1,ec.Ey (V/m) @ idx=1,ec.Ex (V/m) @ idx=2,ec.Ey (V/m) @ idx=2
14.471183362853136,18.07117834824557,-0.0034914901780183083+9.064549063974091E-9i,-0.012808694000928862+3.32537195572856E-8i,-2.0218114408791324E-4+5.248993429631193E-10i,-7.422542034492089E-4+1.9270280888909213E-9i
13.262146195528643,19.010119121164358,-0.002487176905190819+6.457167552631095E-9i,-0.001565502364606508+4.064331351422838E-9i,-1.1007134631903226E-4+2.857654091406317E-10i,-7.172281101833211E-5+1.8620557593491898E-10i
13.05120163076432,18.64170455935093,-0.0017252823471814338+4.479149500029661E-9i,-0.004142662061768332+1.0755110740622866E-8i,-6.94968600708501E-5+1.804265988991688E-10i,-2.2181443732406658E-4+5.758709741992731E-10i
13.071178348245631,19.47118336285292,9.226943364255558E-4-2.395483778306665E-9i,1.0580810756540456E-4-2.7469725918936226E-10i,8.355137341168699E-5-2.1691469402007638E-10i,1.4388947183900195E-5-3.735634673997895E-11i
12.683824483482272,19.242015122853275,0.0010438098684315926-2.70992191969332E-9i,-0.002263390221961731+5.876176266238792E-9i,8.745298652549731E-5-2.2704399746290924E-10i,-1.1465048279780492E-4+2.9765368754899265E-10i
13.000000000000002,20,0.0041918373614656295-1.0882778840500668E-8i,-1.1083587686206917E-4+2.877502706993265E-10i,2.564088964327101E-4-6.656845368722255E-10i,-5.777422147292451E-6+1.499924784330407E-11i
12.49380901058251,19.749376552843643,0.0030174550753810725-7.833866969262526E-9i,-0.001996507059514802+5.183298613145827E-9i,1.9169216592896228E-4-4.976680313095513E-10i,-9.999153784750232E-5+2.595963770742864E-10i
14.461085537943957,17.497807553099683,-0.0013987400926592692+3.631385898626588E-9i,-0.011243484583542995+2.9190148750564702E-8i,-7.35260510485956E-5+1.9088711788465538E-10i,-6.59863443273915E-4+1.7131265597550394E-9i
15,18.000000000000004,-2.266037498235285E-4+5.883049081188154E-10i,-0.014274683027523855+3.705969602614646E-8i,-1.4105066832303947E-5+3.661934126529618E-11i,-8.34690438248895E-4+2.1670095131338602E-9i
13.071178348246406,20.5288166371499,0.006094278972544297-1.582186629191459E-8i,-0.0017389280291742748+4.514576193970924E-9i,3.471980039480467E-4-9.013897164924026E-10i,-9.83414680128386E-5+2.5531249305567316E-10i
12.497194594343236,20.299312390373917,0.004417906553550917-1.1469695938647031E-8i,-0.002129113505982679+5.5275692766502885E-9i,2.606099522823498E-4-6.765912485945337E-10i,-1.0877584270921337E-4+2.82402044094731E-10i
13.262146195529098,20.98988087883644,0.006312895659857178-1.6389435320422557E-8i,-0.0036555932904145383+9.490590850729012E-9i,3.478591818681775E-4-9.031062556774301E-10i,-2.008754892358633E-4+5.215096234284537E-10i
12.806289387620895,20.99208209389499,0.005403103779269713-1.402744868458571E-8i,-0.002987357079538411+7.75572705017333E-9i,3.0278470407215134E-4-7.860846417842277E-10i,-1.587871408468944E-4+4.122405493176836E-10i
13.585786437626599,21.41421356237279,0.005108489266405614-1.326257535811913E-8i,-0.005109906503659722+1.3266254766042474E-8i,2.761021733023357E-4-7.168118966307625E-10i,-2.757473931419563E-4+7.15890822246388E-10i
13.129228653035922,21.630131742051763,0.004727820622119072-1.2274289718657711E-8i,-0.003915076326635865+1.0164256418471117E-8i,2.583411709235854E-4-6.707010759536588E-10i,-2.080597013461675E-4+5.401611561037217E-10i
